age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impuslive,ss,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
25-34,Mujer,Left school at 17 years,Canada,White,49,34,43,30,29,13.63%,11.19%,Used in Last Month,Used in Last Day,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Month,Used in Last Day,Used in Last Month,Never Used,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Day,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,26,54,53,42,48,10.34%,11.19%,Used in Last Week,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Year,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Year,Used in Last Year,Used in Last Month,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",Other,Asian,46,31,53,36,32,0.37%,13.21%,Used in Last Year,Used in Last Day,Never Used,Used in Last Day,Used in Last Month,Used in Last Decade,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Never Used,Used in Last Day,Never Used,Never Used
25-34,Mujer,"Some college or university, no certificate or degree",Other,White,42,45,53,40,28,7.85%,11.19%,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Decade,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
18-24,Mujer,University degree,UK,White,36,39,45,39,39,5.52%,11.14%,Used in Last Day,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Month,Used in Last Month,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Month,Used in Last Decade,Used in Last Decade,Used in Last Month,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",Canada,White,20,48,58,48,48,16.29%,11.62%,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Week,Used in Last Decade,Used in Last Year,Used in Last Week,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",Republic of Ireland,White,51,36,45,32,37,16.29%,11.19%,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used in Last Decade,Used in Last Day,Never Used,Used over a Decade Ago
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,34,47,42,39,36,10.34%,11.62%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Month,Used in Last Week,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",Canada,White,40,32,50,47,36,13.63%,11.83%,Used in Last Week,Used in Last Week,Never Used,Used in Last Week,Used in Last Decade,Used in Last Month,Used in Last Month,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Used in Last Decade,Used in Last Month,Used in Last Year,Used in Last Week,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,35,48,55,48,54,11.46%,11.14%,Used in Last Day,Used in Last Year,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,24,42,51,49,52,16.29%,13.21%,Used in Last Week,Used in Last Year,Never Used,Never Used,Used in Last Week,Used in Last Week,Used in Last Month,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Month,Used in Last Month,Never Used,Never Used
45-54,Mujer,Professional certificate/ diploma,UK,White,51,35,52,41,28,7.85%,5.46%,Used in Last Year,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
25-34,Mujer,University degree,USA,White,45,34,53,40,49,10.34%,5.46%,Used in Last Day,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Month,Used in Last Decade,Used in Last Month,Used in Last Year,Never Used,Never Used
18-24,Mujer,Masters degree,USA,White,38,50,47,32,34,11.46%,13.21%,Used in Last Week,Used in Last Month,Never Used,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Month,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Used in Last Month
25-34,Hombre,Masters degree,USA,White,29,37,46,47,40,16.29%,8.97%,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",UK,White,50,27,47,38,23,16.29%,3.77%,Used in Last Month,Never Used,Never Used,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
25-34,Hombre,Masters degree,USA,White,38,32,42,45,34,11.46%,11.83%,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",USA,Other,43,42,55,43,36,5.52%,5.46%,Used in Last Week,Used in Last Day,Never Used,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Year,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Month,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Never Used,Used in Last Year
35-44,Mujer,Professional certificate/ diploma,USA,Other,48,24,51,30,39,0.37%,11.19%,Used in Last Year,Used in Last Week,Used over a Decade Ago,Used in Last Decade,Used in Last Week,Used in Last Month,Used in Last Week,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Month,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
25-34,Mujer,"Some college or university, no certificate or degree",Australia,White,27,43,51,46,25,5.52%,5.46%,Used in Last Week,Used in Last Year,Never Used,Never Used,Used in Last Week,Used in Last Month,Used in Last Day,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
18-24,Hombre,University degree,USA,White,30,49,52,43,43,10.34%,13.21%,Used in Last Week,Used in Last Year,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Week,Used in Last Week,Never Used,Never Used
25-34,Mujer,Masters degree,USA,White,48,40,44,42,41,7.85%,11.19%,Used in Last Day,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Year,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Never Used
18-24,Hombre,Left school before 16 years,USA,White,42,39,52,40,31,13.63%,5.46%,Used in Last Week,Used in Last Month,Never Used,Used in Last Month,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Week,Never Used,Used in Last Week,Used in Last Month,Used in Last Month,Used in Last Month,Used in Last Month,Used in Last Month,Used in Last Month,Used in Last Week,Never Used,Used in Last Year
35-44,Mujer,"Some college or university, no certificate or degree",USA,White,51,32,48,39,36,5.52%,13.21%,Used in Last Month,Used in Last Day,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Month,Used in Last Day,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Used in Last Year,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used over a Decade Ago
25-34,Hombre,"Some college or university, no certificate or degree",USA,White,25,49,54,37,41,11.46%,11.14%,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,36,48,51,45,37,13.63%,11.19%,Used in Last Day,Used in Last Year,Never Used,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Day,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,Other,50,40,48,48,41,18.83%,11.19%,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Month
25-34,Mujer,"Some college or university, no certificate or degree",Other,White,46,19,47,43,41,13.63%,11.62%,Used in Last Month,Used in Last Decade,Never Used,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Week,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Week,Used in Last Decade,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used
18-24,Mujer,University degree,UK,White,40,37,47,41,42,10.34%,13.21%,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
18-24,Mujer,University degree,UK,White,31,55,51,52,43,13.63%,11.14%,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Month,Never Used,Used in Last Month,Never Used,Used in Last Week,Used in Last Month,Used in Last Month,Never Used,Used in Last Month,Never Used,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,26,49,56,54,36,13.63%,11.19%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Decade,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Never Used,Never Used
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,40,45,54,50,46,16.29%,11.62%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Month,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Year,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,Other,37,46,53,47,46,16.29%,11.19%,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Month,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Year,Used in Last Month,Never Used,Used in Last Year,Used in Last Month,Never Used,Used in Last Year
25-34,Mujer,"Some college or university, no certificate or degree",Republic of Ireland,White,22,53,52,43,48,18.83%,13.21%,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Month,Used in Last Decade,Used in Last Month,Used in Last Year,Used in Last Week,Never Used,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Day,Never Used,Used over a Decade Ago
25-34,Mujer,"Some college or university, no certificate or degree",Other,White,37,37,33,27,41,11.46%,11.19%,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Month,Used in Last Decade,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Year,Never Used,Never Used
25-34,Mujer,"Some college or university, no certificate or degree",USA,White,46,29,48,18,30,7.85%,5.46%,Used in Last Month,Used in Last Month,Used in Last Decade,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Month,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Month,Used in Last Month,Used in Last Year,Used in Last Month,Used in Last Decade,Never Used,Used in Last Week
25-34,Hombre,Left school at 17 years,UK,White,60,24,40,36,24,11.46%,7.00%,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Decade,Never Used,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Day,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year
18-24,Mujer,"Some college or university, no certificate or degree",Other,White,23,27,46,27,40,11.46%,11.19%,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Never Used,Used in Last Decade
18-24,Hombre,Professional certificate/ diploma,UK,White,20,38,47,44,37,16.29%,11.62%,Used in Last Month,Used in Last Decade,Used in Last Year,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Decade,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
